volume_name,title,authors,year,pdf_link,url
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Capturing Event Argument Interaction via A Bi-Directional Entity-Level Recurrent Decoder,"Xiangyu, Xi, Ye, Wei, Zhang, Shikun, Wang, Quanxiu, Jiang, Huixing, Wu, Wei",2021,https://aclanthology.org/2021.acl-long.18.pdf,https://aclanthology.org/2021.acl-long.18
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),U,"Wang, Yijun, Sun, Changzhi, Wu, Yuanbin, Zhou, Hao, Li, Lei, Yan, Junchi",2021,https://aclanthology.org/2021.acl-long.19.pdf,https://aclanthology.org/2021.acl-long.19
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Refining Sample Embeddings with Relation Prototypes to Enhance Continual Relation Extraction,"Cui, Li, Yang, Deqing, Yu, Jiaxin, Hu, Chengwei, Cheng, Jiayang, Yi, Jingjie, Xiao, Yanghua",2021,https://aclanthology.org/2021.acl-long.20.pdf,https://aclanthology.org/2021.acl-long.20
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Contrastive Learning for Many-to-many Multilingual Neural Machine Translation,"Pan, Xiao, Wang, Mingxuan, Wu, Liwei, Li, Lei",2021,https://aclanthology.org/2021.acl-long.21.pdf,https://aclanthology.org/2021.acl-long.21
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Understanding the Properties of Minimum B,Authors Not Found,2021,https://aclanthology.org/2021.acl-long.22.pdf,https://aclanthology.org/2021.acl-long.22
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Multi-Head Highly Parallelized LSTM,"Xu, Hongfei, Liu, Qiuhui, van Genabith, Josef, Xiong, Deyi, Zhang, Meng",2021,https://aclanthology.org/2021.acl-long.23.pdf,https://aclanthology.org/2021.acl-long.23
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),A Bidirectional Transformer Based Alignment Model for Unsupervised Word Alignment,"Zhang, Jingyi, van Genabith, Josef",2021,https://aclanthology.org/2021.acl-long.24.pdf,https://aclanthology.org/2021.acl-long.24
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Learning Language Specific Sub-network for Multilingual Machine Translation,"Lin, Zehui, Wu, Liwei, Wang, Mingxuan, Li, Lei",2021,https://aclanthology.org/2021.acl-long.25.pdf,https://aclanthology.org/2021.acl-long.25
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Exploring the Efficacy of Automatically Generated Counterfactuals for Sentiment Analysis,"Yang, Linyi, Li, Jiazheng, Cunningham, Padraig, Zhang, Yue, Smyth, Barry, Dong, Ruihai",2021,https://aclanthology.org/2021.acl-long.26.pdf,https://aclanthology.org/2021.acl-long.26
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Bridge-Based Active Domain Adaptation for Aspect Term Extraction,"Chen, Zhuang, Qian, Tieyun",2021,https://aclanthology.org/2021.acl-long.27.pdf,https://aclanthology.org/2021.acl-long.27
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Multimodal Sentiment Detection Based on Multi-channel Graph Neural Networks,"Yang, Xiaocui, Feng, Shi, Zhang, Yifei, Wang, Daling",2021,https://aclanthology.org/2021.acl-long.28.pdf,https://aclanthology.org/2021.acl-long.28
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Aspect-Category-Opinion-Sentiment Quadruple Extraction with Implicit Aspects and Opinions,"Cai, Hongjie, Xia, Rui, Yu, Jianfei",2021,https://aclanthology.org/2021.acl-long.29.pdf,https://aclanthology.org/2021.acl-long.29
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),PASS,"Oved, Nadav, Levy, Ran",2021,https://aclanthology.org/2021.acl-long.30.pdf,https://aclanthology.org/2021.acl-long.30
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Deep Differential Amplifier for Extractive Summarization,"Jia, Ruipeng, Cao, Yanan, Fang, Fang, Zhou, Yuchen, Fang, Zheng, Liu, Yanbing, Wang, Shi",2021,https://aclanthology.org/2021.acl-long.31.pdf,https://aclanthology.org/2021.acl-long.31
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Multi-T,"Yu, Yi, Jatowt, Adam, Doucet, Antoine, Sugiyama, Kazunari, Yoshikawa, Masatoshi",2021,https://aclanthology.org/2021.acl-long.32.pdf,https://aclanthology.org/2021.acl-long.32
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Self-Supervised Multimodal Opinion Summarization,"Im, Jinbae, Kim, Moonki, Lee, Hoyeop, Cho, Hyunsouk, Chung, Sehee",2021,https://aclanthology.org/2021.acl-long.33.pdf,https://aclanthology.org/2021.acl-long.33
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),A Training-free and Reference-free Summarization Evaluation Metric via Centrality-weighted Relevance and Self-referenced Redundancy,"Chen, Wang, Li, Piji, King, Irwin",2021,https://aclanthology.org/2021.acl-long.34.pdf,https://aclanthology.org/2021.acl-long.34
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),DESCGEN,"Shi, Weijia, Joshi, Mandar, Zettlemoyer, Luke",2021,https://aclanthology.org/2021.acl-long.35.pdf,https://aclanthology.org/2021.acl-long.35
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Introducing Orthogonal Constraint in Structural Probes,"Limisiewicz, Tomasz, Mare{\v{c}}ek, David",2021,https://aclanthology.org/2021.acl-long.36.pdf,https://aclanthology.org/2021.acl-long.36
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Hidden Killer: Invisible Textual Backdoor Attacks with Syntactic Trigger,"Qi, Fanchao, Li, Mukai, Chen, Yangyi, Zhang, Zhengyan, Liu, Zhiyuan, Wang, Yasheng, Sun, Maosong",2021,https://aclanthology.org/2021.acl-long.37.pdf,https://aclanthology.org/2021.acl-long.37
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Examining the Inductive Bias of Neural Language Models with Artificial Languages,"White, Jennifer C., Cotterell, Ryan",2021,https://aclanthology.org/2021.acl-long.38.pdf,https://aclanthology.org/2021.acl-long.38
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Explaining Contextualization in Language Models using Visual Analytics,Authors Not Found,2021,https://aclanthology.org/2021.acl-long.39.pdf,https://aclanthology.org/2021.acl-long.39
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Improving the Faithfulness of Attention-based Explanations with Task-specific Information for Text Classification,"Chrysostomou, George, Aletras, Nikolaos",2021,https://aclanthology.org/2021.acl-long.40.pdf,https://aclanthology.org/2021.acl-long.40
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Generating Landmark Navigation Instructions from Maps as a Graph-to-Text Problem,"Schumann, Raphael, Riezler, Stefan",2021,https://aclanthology.org/2021.acl-long.41.pdf,https://aclanthology.org/2021.acl-long.41
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),E,"Xu, Haiyang, Yan, Ming, Li, Chenliang, Bi, Bin, Huang, Songfang, Xiao, Wenming, Huang, Fei",2021,https://aclanthology.org/2021.acl-long.42.pdf,https://aclanthology.org/2021.acl-long.42
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Learning Relation Alignment for Calibrated Cross-modal Retrieval,"Ren, Shuhuai, Lin, Junyang, Zhao, Guangxiang, Men, Rui, Yang, An, Zhou, Jingren, Sun, Xu, Yang, Hongxia",2021,https://aclanthology.org/2021.acl-long.43.pdf,https://aclanthology.org/2021.acl-long.43
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),KM,"Xing, Yiran, Shi, Zai, Meng, Zhao, Lakemeyer, Gerhard, Ma, Yunpu, Wattenhofer, Roger",2021,https://aclanthology.org/2021.acl-long.44.pdf,https://aclanthology.org/2021.acl-long.44
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Cascaded Head-colliding Attention,"Zheng, Lin, Wu, Zhiyong, Kong, Lingpeng",2021,https://aclanthology.org/2021.acl-long.45.pdf,https://aclanthology.org/2021.acl-long.45
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Structural Knowledge Distillation: Tractably Distilling Information for Structured Predictor,"Wang, Xinyu, Jiang, Yong, Yan, Zhaohui, Jia, Zixia, Bach, Nguyen, Wang, Tao, Huang, Zhongqiang, Huang, Fei, Tu, Kewei",2021,https://aclanthology.org/2021.acl-long.46.pdf,https://aclanthology.org/2021.acl-long.46
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Parameter-efficient Multi-task Fine-tuning for Transformers via Shared Hypernetworks,"Karimi Mahabadi, Rabeeh, Ruder, Sebastian, Dehghani, Mostafa, Henderson, James",2021,https://aclanthology.org/2021.acl-long.47.pdf,https://aclanthology.org/2021.acl-long.47
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),COSY,"Yu, Sicheng, Zhang, Hao, Niu, Yulei, Sun, Qianru, Jiang, Jing",2021,https://aclanthology.org/2021.acl-long.48.pdf,https://aclanthology.org/2021.acl-long.48
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),O,"Lee, Seonghyeon, Lee, Dongha, Yu, Hwanjo",2021,https://aclanthology.org/2021.acl-long.49.pdf,https://aclanthology.org/2021.acl-long.49
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Understanding and Countering Stereotypes: A Computational Approach to the Stereotype Content Model,"Fraser, Kathleen C., Nejadgholi, Isar, Kiritchenko, Svetlana",2021,https://aclanthology.org/2021.acl-long.50.pdf,https://aclanthology.org/2021.acl-long.50
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Structurizing Misinformation Stories via Rationalizing Fact-Checks,"Jiang, Shan, Wilson, Christo",2021,https://aclanthology.org/2021.acl-long.51.pdf,https://aclanthology.org/2021.acl-long.51
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Modeling Language Usage and Listener Engagement in Podcasts,"Reddy, Sravana, Lazarova, Mariya, Yu, Yongze, Jones, Rosie",2021,https://aclanthology.org/2021.acl-long.52.pdf,https://aclanthology.org/2021.acl-long.52
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Breaking Down the Invisible Wall of Informal Fallacies in Online Discussions,"Sahai, Saumya, Balalau, Oana, Horincar, Roxana",2021,https://aclanthology.org/2021.acl-long.53.pdf,https://aclanthology.org/2021.acl-long.53
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),S,"Qiu, Liang, Liang, Yuan, Zhao, Yizhou, Lu, Pan, Peng, Baolin, Yu, Zhou, Wu, Ying Nian, Zhu, Song-Chun",2021,https://aclanthology.org/2021.acl-long.54.pdf,https://aclanthology.org/2021.acl-long.54
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),T,"Byrne, Bill, Krishnamoorthi, Karthik, Ganesh, Saravanan, Kale, Mihir",2021,https://aclanthology.org/2021.acl-long.55.pdf,https://aclanthology.org/2021.acl-long.55
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Improving Dialog Systems for Negotiation with Personality Modeling,"Yang, Runzhe, Chen, Jingxiao, Narasimhan, Karthik",2021,https://aclanthology.org/2021.acl-long.56.pdf,https://aclanthology.org/2021.acl-long.56
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Learning from Perturbations: Diverse and Informative Dialogue Generation with Inverse Adversarial Training,"Zhou, Wangchunshu, Li, Qifei, Li, Chenle",2021,https://aclanthology.org/2021.acl-long.57.pdf,https://aclanthology.org/2021.acl-long.57
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Increasing Faithfulness in Knowledge-Grounded Dialogue with Controllable Features,"Rashkin, Hannah, Reitter, David, Tomar, Gaurav Singh, Das, Dipanjan",2021,https://aclanthology.org/2021.acl-long.58.pdf,https://aclanthology.org/2021.acl-long.58
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),C,"Viswanathan, Vijay, Neubig, Graham, Liu, Pengfei",2021,https://aclanthology.org/2021.acl-long.59.pdf,https://aclanthology.org/2021.acl-long.59
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),From Discourse to Narrative: Knowledge Projection for Event Relation Extraction,"Tang, Jialong, Lin, Hongyu, Liao, Meng, Lu, Yaojie, Han, Xianpei, Sun, Le, Xie, Weijian, Xu, Jin",2021,https://aclanthology.org/2021.acl-long.60.pdf,https://aclanthology.org/2021.acl-long.60
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),A,Authors Not Found,2021,https://aclanthology.org/2021.acl-long.61.pdf,https://aclanthology.org/2021.acl-long.61
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Compare to The Knowledge: Graph Neural Fake News Detection with External Knowledge,"Hu, Linmei, Yang, Tianchi, Zhang, Luhao, Zhong, Wanjun, Tang, Duyu, Shi, Chuan, Duan, Nan, Zhou, Ming",2021,https://aclanthology.org/2021.acl-long.62.pdf,https://aclanthology.org/2021.acl-long.62
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Discontinuous Named Entity Recognition as Maximal Clique Discovery,"Wang, Yucheng, Yu, Bowen, Zhu, Hongsong, Liu, Tingwen, Yu, Nan, Sun, Limin",2021,https://aclanthology.org/2021.acl-long.63.pdf,https://aclanthology.org/2021.acl-long.63
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),LNN,"Jiang, Hang, Gurajada, Sairam, Lu, Qiuhao, Neelam, Sumit, Popa, Lucian, Sen, Prithviraj, Li, Yunyao, Gray, Alexander",2021,https://aclanthology.org/2021.acl-long.64.pdf,https://aclanthology.org/2021.acl-long.64
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Do Context-Aware Translation Models Pay the Right Attention?,"Yin, Kayo, Fernandes, Patrick, Pruthi, Danish, Chaudhary, Aditi, Martins, Andr{\'e} F. T., Neubig, Graham",2021,https://aclanthology.org/2021.acl-long.65.pdf,https://aclanthology.org/2021.acl-long.65
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Adapting High-resource NMT,"Ko, Wei-Jen, El-Kishky, Ahmed, Renduchintala, Adithya, Chaudhary, Vishrav, Goyal, Naman, Guzm{\'a}n, Francisco, Fung, Pascale, Koehn, Philipp, Diab, Mona",2021,https://aclanthology.org/2021.acl-long.66.pdf,https://aclanthology.org/2021.acl-long.66
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Bilingual Lexicon Induction via Unsupervised Bitext Construction and Word Alignment,"Shi, Haoyue, Zettlemoyer, Luke, Wang, Sida I.",2021,https://aclanthology.org/2021.acl-long.67.pdf,https://aclanthology.org/2021.acl-long.67
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Multilingual Speech Translation from Efficient Finetuning of Pretrained Models,"Li, Xian, Wang, Changhan, Tang, Yun, Tran, Chau, Tang, Yuqing, Pino, Juan, Baevski, Alexei, Conneau, Alexis, Auli, Michael",2021,https://aclanthology.org/2021.acl-long.68.pdf,https://aclanthology.org/2021.acl-long.68
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Learning Faithful Representations of Causal Graphs,"Balashankar, Ananth, Subramanian, Lakshminarayanan",2021,https://aclanthology.org/2021.acl-long.69.pdf,https://aclanthology.org/2021.acl-long.69
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),What Context Features Can Transformer Language Models Use?,"O{'}Connor, Joe, Andreas, Jacob",2021,https://aclanthology.org/2021.acl-long.70.pdf,https://aclanthology.org/2021.acl-long.70
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Integrated Directional Gradients: Feature Interaction Attribution for Neural NLP,"Sikdar, Sandipan, Bhattacharya, Parantapa, Heese, Kieran",2021,https://aclanthology.org/2021.acl-long.71.pdf,https://aclanthology.org/2021.acl-long.71
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),D,"Giorgi, John, Nitski, Osvald, Wang, Bo, Bader, Gary",2021,https://aclanthology.org/2021.acl-long.72.pdf,https://aclanthology.org/2021.acl-long.72
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),XLPT,"Xu, Dongqin, Li, Junhui, Zhu, Muhua, Zhang, Min, Zhou, Guodong",2021,https://aclanthology.org/2021.acl-long.73.pdf,https://aclanthology.org/2021.acl-long.73
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Span-based Semantic Parsing for Compositional Generalization,"Herzig, Jonathan, Berant, Jonathan",2021,https://aclanthology.org/2021.acl-long.74.pdf,https://aclanthology.org/2021.acl-long.74
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),Compositional Generalization and Natural Language Variation: Can a Semantic Parsing Approach Handle Both?,"Shaw, Peter, Chang, Ming-Wei, Pasupat, Panupong, Toutanova, Kristina",2021,https://aclanthology.org/2021.acl-long.75.pdf,https://aclanthology.org/2021.acl-long.75
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),A Targeted Assessment of Incremental Processing in Neural Language Models and Humans,"Wilcox, Ethan, Vani, Pranali, Levy, Roger",2021,https://aclanthology.org/2021.acl-long.76.pdf,https://aclanthology.org/2021.acl-long.76
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),"The Possible, the Plausible, and the Desirable: Event-Based Modality Detection for Language Processing","Pyatkin, Valentina, Sadde, Shoval, Rubinstein, Aynat, Portner, Paul, Tsarfaty, Reut",2021,https://aclanthology.org/2021.acl-long.77.pdf,https://aclanthology.org/2021.acl-long.77
Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),To POS,"Moeller, Sarah, Liu, Ling, Hulden, Mans",2021,https://aclanthology.org/2021.acl-long.78.pdf,https://aclanthology.org/2021.acl-long.78
